zona_urbano_rural,nivel_educativo,nivel_socioeconomico,ingreso_total_hogar,edad_persona,genero,autoidentidad_indigena,tipo_hogar,total_personas_hogar,participa_fuerza_trabajo,pobreza_multidimensional,pobreza_ingreso,codigo_comuna,nombre_comuna,representatividad
1,1,1,763000.0,10,1,0,3,3,,0.0,3.0,8101,Concepción,70
1,1,1,886730.0,10,2,0,3,5,,0.0,3.0,8101,Concepción,91
1,0,3,4875334.0,10,1,0,5,5,,0.0,3.0,8101,Concepción,81
1,1,2,1616667.0,10,1,0,2,4,,0.0,3.0,8101,Concepción,77
2,1,4,2450000.0,10,2,0,5,6,,0.0,3.0,8101,Concepción,42
1,1,1,1351803.0,10,1,1,5,7,,0.0,3.0,8101,Concepción,58
1,1,3,1261605.0,10,1,0,3,5,,0.0,3.0,8101,Concepción,113
1,1,2,1100000.0,10,2,0,4,4,,0.0,3.0,8101,Concepción,57
1,1,1,1270389.0,10,2,0,3,6,,0.0,3.0,8101,Concepción,60
1,1,1,1336751.0,10,2,0,3,4,,0.0,3.0,8101,Concepción,64
1,1,1,965574.0,10,1,1,4,3,,0.0,3.0,8101,Concepción,47
1,1,1,1883154.0,10,2,0,3,4,,0.0,3.0,8101,Concepción,56
1,1,1,573333.0,10,1,0,3,4,,0.0,3.0,8101,Concepción,63
1,1,2,2850000.0,10,2,0,3,4,,1.0,3.0,8101,Concepción,111
1,1,2,1058333.0,10,2,0,4,3,,0.0,3.0,8101,Concepción,56
1,1,2,1056684.0,10,2,0,3,5,,1.0,3.0,8101,Concepción,75
1,1,2,4464084.0,10,1,0,3,9,,1.0,3.0,8101,Concepción,70
1,1,2,542544.0,10,2,0,5,4,,1.0,2.0,8101,Concepción,56
1,1,2,2150000.0,10,2,0,3,4,,1.0,3.0,8101,Concepción,85
1,1,2,1420000.0,10,2,0,3,5,,0.0,3.0,8101,Concepción,79
1,1,2,1960000.0,10,2,0,2,3,,0.0,3.0,8101,Concepción,70
1,1,2,783333.0,10,2,1,3,3,,0.0,3.0,8101,Concepción,65
1,1,2,624698.0,11,2,1,2,2,,0.0,3.0,8101,Concepción,76
1,1,3,1905417.0,11,1,1,3,3,,0.0,3.0,8101,Concepción,106
1,1,3,1120833.0,11,1,0,3,4,,0.0,3.0,8101,Concepción,67
2,1,4,4333333.0,11,2,0,3,3,,,3.0,8101,Concepción,47
1,1,3,2184592.0,11,2,0,3,5,,0.0,3.0,8101,Concepción,101
1,1,3,2704167.0,11,1,0,3,3,,0.0,3.0,8101,Concepción,96
1,1,3,575452.0,11,2,0,4,4,,0.0,3.0,8101,Concepción,117
1,1,2,597500.0,11,1,0,2,3,,0.0,3.0,8101,Concepción,56
1,1,2,350000.0,11,2,0,3,4,,0.0,1.0,8101,Concepción,58
1,1,2,2156213.0,11,2,0,5,8,,0.0,3.0,8101,Concepción,64
1,1,1,452006.0,11,2,0,3,4,,0.0,2.0,8101,Concepción,73
1,1,2,3447966.0,11,1,0,3,4,,0.0,3.0,8101,Concepción,150
1,1,2,700000.0,11,2,0,3,5,,1.0,3.0,8101,Concepción,70
1,1,2,1009336.0,11,2,0,3,5,,1.0,3.0,8101,Concepción,87
2,1,4,1550000.0,11,2,0,3,5,,0.0,3.0,8101,Concepción,41
1,1,3,377826.0,11,1,0,4,3,,0.0,2.0,8101,Concepción,92
1,1,3,1586850.0,11,1,0,5,5,,0.0,3.0,8101,Concepción,128
1,1,1,1270389.0,11,1,0,3,6,,0.0,3.0,8101,Concepción,60
1,1,3,1454902.0,11,2,0,4,6,,0.0,3.0,8101,Concepción,68
2,1,4,983813.0,11,2,1,4,4,,0.0,3.0,8101,Concepción,26
1,1,2,1162500.0,11,1,0,3,6,,0.0,3.0,8101,Concepción,79
2,1,4,536709.0,11,2,0,3,5,,1.0,2.0,8101,Concepción,47
1,1,2,1832666.0,11,1,0,2,4,,0.0,3.0,8101,Concepción,73
1,1,2,1481333.0,11,2,0,2,3,,0.0,3.0,8101,Concepción,67
1,1,2,3030000.0,11,1,0,3,4,,0.0,3.0,8101,Concepción,94
1,1,3,708333.0,11,2,0,3,4,,0.0,3.0,8101,Concepción,115
1,1,3,1114750.0,11,1,0,4,3,,0.0,3.0,8101,Concepción,112
1,1,3,1058333.0,11,1,0,2,3,,0.0,3.0,8101,Concepción,105
1,1,2,550072.0,11,1,0,3,5,,1.0,2.0,8101,Concepción,56
1,1,3,1000000.0,11,2,0,3,4,,0.0,3.0,8101,Concepción,71
1,1,3,3241492.0,11,2,0,3,4,,0.0,3.0,8101,Concepción,98
1,1,2,706457.0,11,2,0,3,4,,0.0,3.0,8101,Concepción,80
1,1,2,1527907.0,11,2,0,5,4,,0.0,3.0,8101,Concepción,67
1,1,2,1584195.0,11,2,0,3,5,,1.0,3.0,8101,Concepción,75
1,1,2,3145834.0,12,1,0,3,4,,0.0,3.0,8101,Concepción,71
1,1,2,175451.0,12,1,0,3,4,,0.0,1.0,8101,Concepción,67
1,0,2,1047000.0,12,1,0,5,6,,0.0,3.0,8101,Concepción,74
1,1,3,2953333.0,12,2,0,3,5,,0.0,3.0,8101,Concepción,91
1,1,3,1197835.0,12,2,0,3,3,,0.0,3.0,8101,Concepción,93
2,1,4,804393.0,12,2,1,2,4,,0.0,3.0,8101,Concepción,49
2,1,4,804393.0,12,2,1,2,4,,0.0,3.0,8101,Concepción,49
2,1,4,1159778.0,12,1,0,4,3,,0.0,3.0,8101,Concepción,43
1,1,3,1232251.0,12,2,0,2,2,,0.0,3.0,8101,Concepción,87
1,2,2,1543333.0,12,1,0,3,4,,0.0,3.0,8101,Concepción,73
1,1,2,1523836.0,12,2,0,3,4,,0.0,3.0,8101,Concepción,76
1,1,3,2808333.0,12,1,0,3,4,,0.0,3.0,8101,Concepción,129
1,1,2,1479000.0,12,2,0,3,3,,0.0,3.0,8101,Concepción,85
1,1,1,733873.0,12,2,1,3,5,,0.0,3.0,8101,Concepción,54
1,1,3,6058333.0,12,1,0,2,2,,0.0,3.0,8101,Concepción,122
1,1,1,1017115.0,12,2,0,2,3,,0.0,3.0,8101,Concepción,65
1,1,2,483311.0,12,1,1,2,3,,0.0,3.0,8101,Concepción,51
1,1,1,845660.0,12,2,0,3,4,,0.0,3.0,8101,Concepción,74
1,1,2,483208.0,12,1,0,3,4,,1.0,2.0,8101,Concepción,72
1,1,2,2690849.0,12,2,1,3,3,,0.0,3.0,8101,Concepción,123
1,1,1,900000.0,12,1,1,5,5,,1.0,3.0,8101,Concepción,56
1,1,3,1000000.0,12,2,0,3,5,,0.0,3.0,8101,Concepción,117
1,1,2,2720598.0,12,1,0,5,8,,0.0,3.0,8101,Concepción,72
1,1,3,3690000.0,12,2,0,2,3,,0.0,3.0,8101,Concepción,105
1,1,2,3170000.0,12,2,0,3,4,,0.0,3.0,8101,Concepción,64
1,1,2,1162500.0,12,1,0,3,6,,0.0,3.0,8101,Concepción,80
1,0,2,1430833.0,12,1,0,3,3,,0.0,3.0,8101,Concepción,80
1,1,3,448869.0,12,1,0,2,2,,0.0,3.0,8101,Concepción,82
1,1,2,1559097.0,12,2,0,4,9,,0.0,3.0,8101,Concepción,73
1,1,2,959163.0,12,2,0,3,6,,1.0,3.0,8101,Concepción,86
1,1,2,1866402.0,12,2,0,4,11,,1.0,3.0,8101,Concepción,58
1,1,2,200000.0,12,2,0,2,2,,0.0,1.0,8101,Concepción,62
1,1,2,548051.0,12,2,1,3,4,,0.0,2.0,8101,Concepción,209
1,1,2,1960000.0,12,1,0,2,3,,0.0,3.0,8101,Concepción,71
1,1,2,779000.0,13,2,0,3,3,,0.0,3.0,8101,Concepción,71
1,2,2,792768.0,13,1,1,3,3,,1.0,3.0,8101,Concepción,66
1,1,2,175451.0,13,1,0,3,4,,0.0,1.0,8101,Concepción,67
1,1,3,2953333.0,13,1,0,3,5,,0.0,3.0,8101,Concepción,90
1,2,1,1316766.0,13,2,0,5,4,,0.0,3.0,8101,Concepción,53
1,1,3,4682166.0,13,2,0,3,3,,0.0,3.0,8101,Concepción,150
1,1,2,989819.0,13,2,0,3,4,,0.0,3.0,8101,Concepción,70
1,1,1,1790163.0,13,1,0,4,5,,1.0,3.0,8101,Concepción,57
1,2,2,1670000.0,13,1,1,3,5,,0.0,3.0,8101,Concepción,55
1,2,2,287000.0,13,1,0,2,3,,0.0,1.0,8101,Concepción,64
1,2,2,2559697.0,13,2,0,3,5,,0.0,3.0,8101,Concepción,74
1,2,2,687724.0,13,2,0,2,2,,0.0,3.0,8101,Concepción,64
1,1,2,803417.0,13,1,0,2,3,,0.0,3.0,8101,Concepción,56
1,1,2,1369092.0,13,2,0,3,4,,0.0,3.0,8101,Concepción,47
1,1,2,914750.0,13,2,0,2,2,,0.0,3.0,8101,Concepción,76
1,2,2,1079814.0,13,2,0,3,3,,0.0,3.0,8101,Concepción,83
1,1,3,533478.0,13,2,1,2,3,,0.0,3.0,8101,Concepción,61
1,2,2,1007000.0,13,1,0,3,4,,0.0,3.0,8101,Concepción,60
1,1,2,945299.0,13,2,0,3,5,,0.0,3.0,8101,Concepción,64
2,1,4,1211069.0,13,1,0,3,4,,0.0,3.0,8101,Concepción,45
1,1,2,625000.0,13,1,0,4,5,,1.0,2.0,8101,Concepción,203
2,1,4,407839.0,13,1,0,4,4,,0.0,2.0,8101,Concepción,31
1,1,2,836917.0,13,1,0,2,2,,0.0,3.0,8101,Concepción,59
2,1,4,536709.0,13,2,0,3,5,,1.0,2.0,8101,Concepción,47
1,2,1,2264309.0,13,1,0,5,8,,0.0,3.0,8101,Concepción,62
1,2,2,1559097.0,13,2,0,4,9,,0.0,3.0,8101,Concepción,73
1,2,2,809393.0,13,1,0,2,3,,0.0,3.0,8101,Concepción,68
1,1,3,3241492.0,13,1,0,3,4,,0.0,3.0,8101,Concepción,99
1,1,2,1402747.0,13,1,0,3,5,,1.0,3.0,8101,Concepción,72
1,1,2,750000.0,13,2,0,3,4,,0.0,3.0,8101,Concepción,51
1,2,2,2254301.0,13,2,0,5,7,,0.0,3.0,8101,Concepción,165
1,1,2,1813319.0,13,1,0,5,8,,1.0,3.0,8101,Concepción,160
1,2,2,1388649.0,13,2,0,2,3,,0.0,3.0,8101,Concepción,84
1,1,2,1700000.0,13,1,0,3,4,,0.0,3.0,8101,Concepción,171
1,2,2,1250000.0,14,1,0,3,4,,0.0,3.0,8101,Concepción,67
1,3,2,1218227.0,14,2,0,3,4,,0.0,3.0,8101,Concepción,70
1,2,2,1047000.0,14,2,0,5,6,,0.0,3.0,8101,Concepción,74
1,3,3,1691833.0,14,1,0,2,4,,0.0,3.0,8101,Concepción,92
1,3,3,2109167.0,14,1,0,3,4,,0.0,3.0,8101,Concepción,97
1,2,3,1120833.0,14,1,0,3,4,,0.0,3.0,8101,Concepción,68
1,2,2,300000.0,14,2,0,2,2,,0.0,2.0,8101,Concepción,60
1,1,3,6983334.0,14,2,0,3,5,,0.0,3.0,8101,Concepción,115
1,2,2,1523836.0,14,1,0,3,4,,0.0,3.0,8101,Concepción,76
1,3,2,2654819.0,14,2,0,3,5,,0.0,3.0,8101,Concepción,64
1,4,2,851834.0,14,2,0,3,3,,0.0,3.0,8101,Concepción,78
1,2,1,978310.0,14,1,0,2,4,,0.0,3.0,8101,Concepción,54
1,1,2,660000.0,14,2,0,2,3,,1.0,3.0,8101,Concepción,62
1,3,2,2559697.0,14,1,0,3,5,,0.0,3.0,8101,Concepción,73
1,1,2,700000.0,14,1,0,3,5,,1.0,3.0,8101,Concepción,70
1,2,2,2015590.0,14,1,0,3,4,,0.0,3.0,8101,Concepción,72
1,2,1,1351803.0,14,1,1,5,7,,0.0,3.0,8101,Concepción,59
1,2,2,7600000.0,14,1,0,3,5,,0.0,3.0,8101,Concepción,85
1,2,3,3718334.0,14,2,0,3,4,,0.0,3.0,8101,Concepción,144
1,2,2,3170000.0,14,1,0,3,4,,0.0,3.0,8101,Concepción,64
1,2,2,1061250.0,14,1,1,2,4,,0.0,3.0,8101,Concepción,59
1,2,1,2099778.0,14,1,0,4,4,,0.0,3.0,8101,Concepción,57
1,3,2,1559097.0,14,1,0,4,9,,0.0,3.0,8101,Concepción,73
1,2,3,708333.0,14,2,0,3,4,,0.0,3.0,8101,Concepción,115
1,3,2,1866402.0,14,2,0,4,11,,1.0,3.0,8101,Concepción,59
1,3,2,793921.0,14,1,0,3,5,,1.0,3.0,8101,Concepción,79
1,2,2,1883736.0,14,1,0,3,3,,0.0,3.0,8101,Concepción,178
1,1,2,1402747.0,14,1,0,3,5,,1.0,3.0,8101,Concepción,72
1,3,3,2953333.0,15,1,0,3,5,3.0,0.0,3.0,8101,Concepción,91
1,3,3,2422500.0,15,1,0,2,2,3.0,0.0,3.0,8101,Concepción,62
1,3,3,888178.0,15,1,0,3,4,3.0,0.0,3.0,8101,Concepción,95
1,4,2,608064.0,15,2,0,2,3,3.0,0.0,3.0,8101,Concepción,67
1,4,1,643814.0,15,1,0,3,3,3.0,0.0,3.0,8101,Concepción,60
1,3,1,886730.0,15,2,0,3,5,3.0,0.0,3.0,8101,Concepción,90
1,2,2,989438.0,15,2,0,3,3,3.0,1.0,3.0,8101,Concepción,165
1,3,2,1480045.0,15,2,0,5,4,3.0,0.0,3.0,8101,Concepción,50
1,3,1,657363.0,15,2,0,2,3,3.0,0.0,3.0,8101,Concepción,50
1,4,2,801722.0,15,1,0,3,3,3.0,0.0,3.0,8101,Concepción,100
1,3,2,2135838.0,15,1,0,3,4,3.0,0.0,3.0,8101,Concepción,72
1,3,2,1242925.0,15,1,0,3,3,3.0,0.0,3.0,8101,Concepción,59
1,3,3,3690000.0,15,1,0,2,3,3.0,0.0,3.0,8101,Concepción,105
1,3,2,1432770.0,15,2,1,4,6,3.0,1.0,3.0,8101,Concepción,91
1,3,3,1300000.0,15,1,0,2,3,3.0,0.0,3.0,8101,Concepción,97
1,3,1,710786.0,15,2,0,3,3,3.0,0.0,3.0,8101,Concepción,63
1,1,2,1771000.0,15,1,0,3,4,3.0,0.0,3.0,8101,Concepción,89
1,3,2,4464084.0,15,2,0,3,9,1.0,1.0,3.0,8101,Concepción,70
1,2,2,631670.0,15,2,0,4,3,3.0,0.0,3.0,8101,Concepción,68
1,4,2,791839.0,15,1,0,3,4,3.0,0.0,3.0,8101,Concepción,157
1,3,2,214506.0,16,1,1,3,5,3.0,0.0,1.0,8101,Concepción,75
2,3,4,710340.0,16,1,0,3,4,3.0,0.0,3.0,8101,Concepción,35
2,3,4,1400000.0,16,2,0,3,4,3.0,0.0,3.0,8101,Concepción,54
1,3,3,6316667.0,16,2,0,3,3,3.0,0.0,3.0,8101,Concepción,156
1,3,2,631571.0,16,2,0,2,3,3.0,0.0,3.0,8101,Concepción,65
1,4,2,658447.0,16,1,0,2,2,3.0,0.0,3.0,8101,Concepción,48
1,3,3,9662500.0,16,2,0,3,4,3.0,0.0,3.0,8101,Concepción,133
1,3,2,597500.0,16,1,0,2,3,3.0,0.0,3.0,8101,Concepción,56
1,5,2,850000.0,16,1,0,3,5,3.0,0.0,3.0,8101,Concepción,77
1,3,2,1999343.0,16,1,1,5,6,3.0,0.0,3.0,8101,Concepción,50
1,3,2,1670000.0,16,2,1,3,5,3.0,0.0,3.0,8101,Concepción,55
1,3,1,1102417.0,16,2,0,3,4,3.0,0.0,3.0,8101,Concepción,81
1,3,3,2523334.0,16,2,0,2,2,3.0,0.0,3.0,8101,Concepción,132
1,3,2,933725.0,16,1,0,3,4,3.0,0.0,3.0,8101,Concepción,87
1,3,2,650000.0,16,2,0,4,4,3.0,0.0,3.0,8101,Concepción,76
1,2,2,987363.0,16,1,0,3,3,3.0,0.0,3.0,8101,Concepción,75
1,3,2,821502.0,16,2,0,3,4,3.0,0.0,3.0,8101,Concepción,73
1,3,2,2015590.0,16,2,0,3,4,3.0,0.0,3.0,8101,Concepción,71
1,4,2,1059750.0,16,1,0,2,2,3.0,0.0,3.0,8101,Concepción,88
1,3,2,7600000.0,16,1,0,3,5,3.0,0.0,3.0,8101,Concepción,85
1,3,2,651138.0,16,1,0,4,4,3.0,0.0,3.0,8101,Concepción,69
1,4,1,1336751.0,16,1,0,3,4,3.0,0.0,3.0,8101,Concepción,64
1,3,2,2135838.0,16,2,0,3,4,3.0,0.0,3.0,8101,Concepción,72
1,2,2,535576.0,16,1,1,2,3,3.0,1.0,3.0,8101,Concepción,99
1,3,2,1061250.0,16,1,1,2,4,3.0,0.0,3.0,8101,Concepción,58
1,3,2,990834.0,16,1,0,2,4,3.0,0.0,3.0,8101,Concepción,61
2,3,4,491101.0,16,1,1,2,3,3.0,0.0,3.0,8101,Concepción,35
1,3,2,1481333.0,16,1,0,2,3,3.0,0.0,3.0,8101,Concepción,68
1,4,2,832183.0,16,2,0,2,2,3.0,0.0,3.0,8101,Concepción,68
1,3,2,1866402.0,16,1,0,4,11,3.0,1.0,3.0,8101,Concepción,59
1,3,3,2705000.0,17,1,0,3,4,3.0,0.0,3.0,8101,Concepción,177
2,4,4,1039667.0,17,1,0,2,6,3.0,0.0,3.0,8101,Concepción,39
1,3,3,1307900.0,17,1,0,2,4,3.0,0.0,3.0,8101,Concepción,92
1,3,2,1850000.0,17,2,0,4,4,3.0,0.0,3.0,8101,Concepción,152
1,3,3,2794167.0,17,1,0,2,2,3.0,0.0,3.0,8101,Concepción,94
1,5,2,1670000.0,17,1,1,3,5,3.0,0.0,3.0,8101,Concepción,55
1,4,2,350000.0,17,1,0,3,4,3.0,0.0,1.0,8101,Concepción,58
1,3,3,533478.0,17,1,1,2,3,3.0,0.0,3.0,8101,Concepción,60
1,6,1,703167.0,17,2,0,3,4,3.0,0.0,3.0,8101,Concepción,72
1,5,2,700000.0,17,1,0,3,5,3.0,1.0,3.0,8101,Concepción,70
1,3,3,1277334.0,17,2,0,3,3,3.0,0.0,3.0,8101,Concepción,87
1,5,2,1276164.0,17,2,0,5,4,3.0,0.0,3.0,8101,Concepción,61
1,5,3,6083333.0,17,1,0,3,4,3.0,0.0,3.0,8101,Concepción,122
1,5,1,1270389.0,17,1,0,3,6,3.0,0.0,3.0,8101,Concepción,59
1,3,3,1454902.0,17,1,0,4,6,3.0,0.0,3.0,8101,Concepción,68
1,5,2,3610000.0,17,2,0,5,9,1.0,1.0,3.0,8101,Concepción,80
1,3,2,1162500.0,17,2,0,3,6,3.0,0.0,3.0,8101,Concepción,79
1,4,2,1832666.0,17,1,0,2,4,3.0,0.0,3.0,8101,Concepción,74
1,5,2,1432770.0,17,1,1,4,6,3.0,1.0,3.0,8101,Concepción,91
1,3,1,1078902.0,17,2,0,5,5,3.0,0.0,3.0,8101,Concepción,67
1,3,1,1520833.0,17,2,0,5,4,3.0,0.0,3.0,8101,Concepción,48
1,5,2,1559097.0,17,2,0,4,9,3.0,0.0,3.0,8101,Concepción,73
1,3,3,1965000.0,17,2,0,2,3,3.0,0.0,3.0,8101,Concepción,94
1,3,3,940727.0,17,1,0,3,6,3.0,0.0,3.0,8101,Concepción,82
1,3,3,2034000.0,17,1,0,2,3,3.0,1.0,3.0,8101,Concepción,75
1,3,2,959163.0,17,1,0,3,6,3.0,1.0,3.0,8101,Concepción,86
1,3,2,4464084.0,17,1,0,3,9,3.0,1.0,3.0,8101,Concepción,69
1,3,2,4464084.0,17,2,0,3,9,1.0,1.0,3.0,8101,Concepción,70
1,6,2,804167.0,17,2,0,2,3,3.0,0.0,3.0,8101,Concepción,91
1,3,2,1130969.0,17,2,0,2,3,3.0,0.0,3.0,8101,Concepción,149
1,3,2,1127403.0,17,2,0,4,3,3.0,0.0,3.0,8101,Concepción,66
1,5,2,1805000.0,18,2,0,3,4,3.0,0.0,3.0,8101,Concepción,75
1,3,2,1356666.0,18,1,0,3,3,3.0,0.0,3.0,8101,Concepción,91
1,6,1,1131500.0,18,2,0,4,4,3.0,1.0,3.0,8101,Concepción,64
1,5,2,1083833.0,18,2,0,2,2,2.0,0.0,3.0,8101,Concepción,134
1,3,3,1060554.0,18,1,0,4,3,3.0,0.0,3.0,8101,Concepción,72
1,5,2,1543333.0,18,2,0,3,4,3.0,0.0,3.0,8101,Concepción,73
1,5,2,1517833.0,18,1,0,4,5,3.0,0.0,3.0,8101,Concepción,61
1,6,2,1808167.0,18,2,0,4,4,3.0,0.0,3.0,8101,Concepción,68
1,3,2,1025584.0,18,1,0,4,5,3.0,0.0,3.0,8101,Concepción,58
1,4,1,1790163.0,18,2,0,4,5,3.0,1.0,3.0,8101,Concepción,57
1,9,2,287000.0,18,1,0,2,3,3.0,0.0,1.0,8101,Concepción,65
1,5,2,1369092.0,18,1,0,3,4,3.0,0.0,3.0,8101,Concepción,47
1,6,1,845660.0,18,2,0,3,4,3.0,0.0,3.0,8101,Concepción,73
1,9,2,821502.0,18,1,0,3,4,3.0,0.0,3.0,8101,Concepción,73
2,5,4,2450000.0,18,1,0,5,6,3.0,0.0,3.0,8101,Concepción,41
1,9,2,1192296.0,18,2,0,4,4,3.0,0.0,3.0,8101,Concepción,61
1,5,2,723333.0,18,1,0,2,2,1.0,0.0,3.0,8101,Concepción,206
1,9,3,1261605.0,18,1,0,3,5,1.0,0.0,3.0,8101,Concepción,113
1,9,3,3921667.0,18,1,0,5,3,3.0,0.0,3.0,8101,Concepción,198
1,9,3,706554.0,18,1,0,6,2,3.0,0.0,3.0,8101,Concepción,68
1,5,2,2720598.0,18,2,0,5,8,3.0,0.0,3.0,8101,Concepción,72
1,5,1,1550469.0,18,2,0,5,7,3.0,1.0,3.0,8101,Concepción,63
1,5,2,990834.0,18,1,0,2,4,3.0,0.0,3.0,8101,Concepción,61
1,5,2,1040000.0,18,2,0,2,2,3.0,0.0,3.0,8101,Concepción,74
1,5,2,865568.0,18,1,0,2,2,3.0,0.0,3.0,8101,Concepción,78
1,3,1,453935.0,18,1,0,2,2,3.0,0.0,3.0,8101,Concepción,50
1,9,2,1824167.0,18,1,1,3,5,3.0,0.0,3.0,8101,Concepción,67
1,5,1,1593165.0,18,1,0,4,5,3.0,0.0,3.0,8101,Concepción,76
1,5,3,1058333.0,18,2,0,2,3,1.0,0.0,3.0,8101,Concepción,105
1,5,2,250000.0,18,2,0,1,1,3.0,0.0,3.0,8101,Concepción,93
1,5,2,1056684.0,18,1,0,3,5,1.0,1.0,3.0,8101,Concepción,75
1,5,2,1020504.0,18,1,0,3,3,3.0,0.0,3.0,8101,Concepción,60
1,9,2,855861.0,18,2,0,4,4,3.0,0.0,3.0,8101,Concepción,64
1,9,3,894154.0,18,2,0,6,3,3.0,0.0,3.0,8101,Concepción,145
1,9,2,2280001.0,18,1,0,5,6,3.0,0.0,3.0,8101,Concepción,73
1,3,2,1721333.0,18,1,0,5,5,1.0,1.0,3.0,8101,Concepción,57
1,9,3,728333.0,18,2,0,1,1,3.0,0.0,3.0,8101,Concepción,111
1,5,2,1700000.0,18,1,0,3,4,3.0,0.0,3.0,8101,Concepción,171
1,9,2,214506.0,19,1,1,3,5,3.0,0.0,1.0,8101,Concepción,76
1,9,3,1691833.0,19,1,0,2,4,3.0,0.0,3.0,8101,Concepción,93
1,9,3,648333.0,19,2,1,6,2,3.0,0.0,3.0,8101,Concepción,149
1,9,3,648333.0,19,2,0,6,2,3.0,0.0,3.0,8101,Concepción,148
1,9,3,1139167.0,19,2,0,3,2,3.0,0.0,3.0,8101,Concepción,136
1,5,1,1140000.0,19,1,0,2,2,1.0,0.0,3.0,8101,Concepción,46
1,5,2,808071.0,19,2,0,2,3,2.0,0.0,3.0,8101,Concepción,61
1,7,2,605184.0,19,2,1,5,5,3.0,0.0,2.0,8101,Concepción,92
1,9,2,838785.0,19,2,0,2,2,1.0,0.0,3.0,8101,Concepción,57
1,9,2,2654819.0,19,1,0,3,5,3.0,0.0,3.0,8101,Concepción,64
1,7,1,809000.0,19,1,1,2,2,3.0,0.0,3.0,8101,Concepción,53
1,9,3,21667.0,19,2,1,1,1,3.0,0.0,1.0,8101,Concepción,94
1,5,1,953880.0,19,1,0,3,4,3.0,0.0,3.0,8101,Concepción,54
1,5,1,4244340.0,19,2,0,5,6,3.0,0.0,3.0,8101,Concepción,59
1,3,2,264750.0,19,2,0,1,1,1.0,0.0,3.0,8101,Concepción,63
1,5,2,2753417.0,19,2,0,5,4,1.0,0.0,3.0,8101,Concepción,353
1,3,2,770000.0,19,1,0,3,3,1.0,1.0,3.0,8101,Concepción,63
1,9,2,1547333.0,19,2,0,3,4,3.0,0.0,3.0,8101,Concepción,73
1,5,2,1341833.0,19,2,1,3,3,3.0,0.0,3.0,8101,Concepción,76
1,9,2,524816.0,19,2,1,2,2,3.0,0.0,3.0,8101,Concepción,72
1,7,2,200000.0,19,1,0,3,3,3.0,0.0,1.0,8101,Concepción,64
1,5,2,651138.0,19,2,1,4,4,2.0,0.0,3.0,8101,Concepción,69
1,9,3,330000.0,19,2,1,6,2,3.0,0.0,2.0,8101,Concepción,92
1,9,2,1470917.0,19,1,0,5,4,1.0,0.0,3.0,8101,Concepción,49
2,9,4,430000.0,19,2,0,5,4,1.0,1.0,2.0,8101,Concepción,30
1,6,1,1205000.0,19,1,0,3,3,1.0,0.0,3.0,8101,Concepción,55
1,9,2,781667.0,19,1,0,2,2,3.0,0.0,3.0,8101,Concepción,52
1,9,3,1756782.0,19,1,0,3,5,3.0,0.0,3.0,8101,Concepción,109
1,7,3,772727.0,19,2,0,6,3,3.0,,3.0,8101,Concepción,152
1,9,2,550072.0,19,1,0,3,5,3.0,1.0,2.0,8101,Concepción,56
1,9,3,2034000.0,19,1,0,2,3,2.0,1.0,3.0,8101,Concepción,75
1,4,2,959163.0,19,1,0,3,6,3.0,1.0,3.0,8101,Concepción,86
1,9,2,900000.0,19,1,0,2,3,3.0,0.0,3.0,8101,Concepción,55
1,3,2,4464084.0,19,1,0,3,9,2.0,1.0,3.0,8101,Concepción,69
1,9,2,1420000.0,19,1,0,3,5,3.0,0.0,3.0,8101,Concepción,78
1,7,2,1549114.0,19,2,0,3,4,1.0,1.0,3.0,8101,Concepción,83
1,3,2,750000.0,19,1,0,3,4,3.0,0.0,3.0,8101,Concepción,52
1,9,3,893333.0,19,1,0,2,2,1.0,0.0,3.0,8101,Concepción,75
1,9,2,1500000.0,19,2,0,3,4,3.0,0.0,3.0,8101,Concepción,101
1,9,2,940000.0,19,1,0,6,2,2.0,0.0,3.0,8101,Concepción,63
1,9,2,700238.0,19,2,0,3,4,3.0,0.0,3.0,8101,Concepción,76
1,7,2,214506.0,20,1,1,3,5,3.0,0.0,1.0,8101,Concepción,75
2,6,4,970172.0,20,2,0,3,4,1.0,0.0,3.0,8101,Concepción,38
1,9,2,991445.0,20,2,0,4,4,3.0,0.0,3.0,8101,Concepción,67
1,9,2,1160584.0,20,2,0,3,4,3.0,1.0,3.0,8101,Concepción,64
1,9,3,1139167.0,20,1,0,3,2,3.0,0.0,3.0,8101,Concepción,135
1,9,2,1210000.0,20,2,0,2,3,3.0,0.0,3.0,8101,Concepción,53
1,9,2,1517833.0,20,2,0,4,5,3.0,0.0,3.0,8101,Concepción,61
1,9,2,1149987.0,20,1,1,3,2,1.0,0.0,3.0,8101,Concepción,54
1,9,2,1149987.0,20,2,1,3,2,3.0,0.0,3.0,8101,Concepción,55
1,9,2,933917.0,20,2,0,6,2,3.0,0.0,3.0,8101,Concepción,64
1,9,1,1017115.0,20,2,0,2,3,3.0,0.0,3.0,8101,Concepción,65
1,7,2,927667.0,20,1,0,3,3,2.0,0.0,3.0,8101,Concepción,72
1,9,2,718778.0,20,2,0,2,2,3.0,0.0,3.0,8101,Concepción,50
1,5,2,2753417.0,20,1,0,5,4,1.0,0.0,3.0,8101,Concepción,353
1,9,3,40833.0,20,2,0,1,1,3.0,0.0,1.0,8101,Concepción,57
1,7,1,452006.0,20,2,0,3,4,3.0,0.0,2.0,8101,Concepción,73
